Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
FANG,"Diamondback Energy, Inc.",96.38,7520979760,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DRH,Diamondrock Hospitality Company,10.12,2032993745,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh
DCIX,Diana Containerships Inc.,3.68,34449661.28,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DSX,Diana Shipping inc.,2.32,191506759.4,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,17.1322,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsx^b
DSXN,Diana Shipping inc.,23,0,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsxn
DRNA,"Dicerna Pharmaceuticals, Inc.",3.14,65164423.14,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DKS,Dick&#39;s Sporting Goods Inc,59.03,6665258817,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks
DBD,"Diebold, Incorporated",28.43,1853330832,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd
DGII,Digi International Inc.,11.95,310245541.5,n/a,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,35.75,324976723.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DPW,Digital Power Corporation,0.78,5285257.38,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dpw
DLR,"Digital Realty Trust, Inc.",100.1,14700891605,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr
DLR^E.CL,"Digital Realty Trust, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^e.cl
DLR^F,"Digital Realty Trust, Inc.",26.1883,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^f
DLR^G,"Digital Realty Trust, Inc.",26.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g
DLR^H,"Digital Realty Trust, Inc.",29.03,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h
DLR^I,"Digital Realty Trust, Inc.",27.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i
DGI,"DigitalGlobe, Inc",27.08,1696792261,n/a,2009,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dgi
DDS,"Dillard&#39;s, Inc.",60.02,2072838416,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",26.99,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt
DCOM,"Dime Community Bancshares, Inc.",18.02,680921523.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DMTX,"Dimension Therapeutics, Inc.",5.89,147423136.6,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DIN,"DineEquity, Inc",78.74,1434060990,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din
DIOD,Diodes Incorporated,21.32,1040688427,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DPLO,"Diplomat Pharmacy, Inc.",32.16,2134707507,n/a,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,60.02,24225698962,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs
DFS^B,Discover Financial Services,26.27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b
DISCA,"Discovery Communications, Inc.",25.89,10250927972,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",27.25,10789408546,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",25.08,9930215278,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,51.78,24070435473,n/a,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DRA,Diversified Real Asset Income Fund,17.52,313338104.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dra
DNI,Dividend and Income Fund,11.77,124258891.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dni
DSS,"Document Security Systems, Inc.",0.68,8824181.16,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/dss
DLB,Dolby Laboratories,49.65,5012438043,n/a,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,73.32,20657489510,n/a,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg
DLTR,"Dollar Tree, Inc.",83.11,19586209239,n/a,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DDC,Dominion Diamond Corporation,8.79,750103255.4,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ddc
DM,"Dominion Midstream Partners, LP",25.08,1948594613,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm
D,"Dominion Resources, Inc.",74.75,46775786493,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d
DCUC,"Dominion Resources, Inc.",50.8,31788761924,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcuc
DCUD,"Dominion Resources, Inc.",51.021,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcud
DRUA,"Dominion Resources, Inc.",25.61,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,151,7286908472,n/a,2004,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,38.29,2488892272,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",38.26,5093449006,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci
DGICA,"Donegal Group, Inc.",16.13,429007803.4,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",17.45,464115695.6,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",14.81,454303133.1,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
LPG,Dorian LPG Ltd.,5.14,282509886.8,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/lpg
DORM,"Dorman Products, Inc.",64.09,2219177584,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
EAGL,Double Eagle Acquisition Corp.,9.8099,613118750,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eagl
DSL,DoubleLine Income Solutions Fund,19.46,1972267925,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,27.37,406113569.3,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",32.35,727928054,n/a,2010,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",38.02,5742346784,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,72.75,11291957307,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov
DDE,Dover Downs Gaming & Entertainment Inc,1.05,34665345.75,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dde
DVD,"Dover Motorsports, Inc.",2.43,89432072.46,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd
DOW,Dow Chemical Company (The),54.18,61051665925,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dow
DPS,"Dr Pepper Snapple Group, Inc",94.46,17513316627,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps
RDY,Dr. Reddy&#39;s Laboratories Ltd,46.94,7769985194,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy
DRWI,DragonWave Inc,3.0276,16506399.51,n/a,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DRD,DRDGOLD Limited,5.47,232326325.4,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/drd
DW,Drew Industries Incorporated,102.46,2519176336,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dw
DHF,Dreyfus High Yield Strategies Fund,3.57,259332814.7,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhf
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",13.99,257163914.2,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dmb
DMF,"Dreyfus Municipal Income, Inc.",9.84,203991495.1,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/dmf
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",8.94,439052286.4,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/dsm
LEO,"Dreyfus Strategic Municipals, Inc.",9.38,580147362.6,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/leo
DRQ,"Dril-Quip, Inc.",55.48,2084423934,n/a,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq
DSPG,"DSP Group, Inc.",11.65,255065251.5,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DST,"DST Systems, Inc.",123.38,4024425003,n/a,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst
DSW,DSW Inc.,23.86,1956920228,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw
DTE,DTE Energy Company,93.2,16723342373,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,26.07,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtj
DTQ,DTE Energy Company,25.964,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtq
DTZ,DTE Energy Company,25.84,0,n/a,2011,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtz
DTSI,"DTS, Inc.",34.1,601497265.6,n/a,2003,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DCO,Ducommun Incorporated,24.41,272585688.9,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,17.25,654289153.5,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select Energy MLP Fund Inc.,7.65,198971596.4,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",10.55,2972829387,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",16.29,138774672.9,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.7,266698425.1,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,80.24,55280024682,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk
DUKH,Duke Energy Corporation,26.44,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,28.29,9922929703,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre
DLTH,Duluth Holdings Inc.,29.64,959414373.8,n/a,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DNB,Dun & Bradstreet Corporation (The),138.34,5022701665,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dnb
DNKN,"Dunkin&#39; Brands Group, Inc.",49.35,4527545426,n/a,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DFT,"Dupont Fabros Technology, Inc.",43,3248603044,n/a,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/dft
DFT^C,"Dupont Fabros Technology, Inc.",28.32,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^c
DHG,"DWS High Income Opportunities Fund, Inc.",14.36,218004473.2,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/dhg
DXPE,"DXP Enterprises, Inc.",28.21,409143311.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DY,"Dycom Industries, Inc.",86.2,2701947706,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,14.82,525961800,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,25.2822,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlng^a
BOOM,Dynamic Materials Corporation,10.72,155145285.8,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DYN,Dynegy Inc.,12.47,1462587271,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn
DYN.WS,Dynegy Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws
DYN^A,Dynegy Inc.,49.1099,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn^a
DYNC,Dynegy Inc.,85.105,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dync
DX,"Dynex Capital, Inc.",7.43,365161600.7,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",25.4677,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",24.5601,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^b
ETFC,E*TRADE Financial Corporation,26.48,7247184784,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
DD,E.I. du Pont de Nemours and Company,70.09,61281439250,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd
DD^A,E.I. du Pont de Nemours and Company,92.4,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,105.3156,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^b
SSP,E.W. Scripps Company (The),17.3,1445183024,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ssp
EGLE,Eagle Bulk Shipping Inc.,7.3,137270681.9,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
GRF,"Eagle Capital Growth Fund, Inc.",8.1206,26500067.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grf
EGIF,Eagle Growth and Income Opportunities Fund,17.35,124588181.3,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,81.21,3917287058,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,17.98,271989321.5,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,26.15,0,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ecca
ECCZ,Eagle Point Credit Company Inc.,25.85,0,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/eccz
ELNK,EarthLink Holdings Corp.,6.43,678330933.9,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
ESTE,"Earthstone Energy, Inc.",9.63,214644774.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/este
EWBC,"East West Bancorp, Inc.",37.46,5398103999,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
DEA,"Easterly Government Properties, Inc.",19.57,686168095.5,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dea
EVBS,"Eastern Virginia Bankshares, Inc.",7.65,100221364.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EGP,"EastGroup Properties, Inc.",74.68,2456079425,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,68.58,10130087931,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,15.58,658215582.6,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kodk
KODK.WS,Eastman Kodak Company,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws
KODK.WS.A,Eastman Kodak Company,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws.a
ETN,"Eaton Corporation, PLC",67.54,30710438000,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn
EVM,Eaton Vance California Municipal Bond Fund,13.63,291561865.2,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/evm
EIA,Eaton Vance California Municipal Bond Fund II,13.32,51758309.88,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/eia
CEV,Eaton Vance California Municipal Income Trust,14.45,104828608.8,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/cev
ETV,Eaton Vance Corporation,15.07,962747341.8,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,11.01,1171934512,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,40.13,4569509477,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,13.1,513166941.9,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,13.555,645965192.3,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,14.03,559287570.7,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/eft
EFF,Eaton vance Floating-Rate Income Plus Fund,15.59,118584119,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,10.11,192090000,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/eht
EVV,Eaton Vance Limited Duration Income Fund,13.68,1590341286,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/evv
MAB,Eaton Vance Massachusetts Municipal Bond Fund,15.48,27376596.72,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/mab
MMV,Eaton Vance Massachusetts Municipal Income Trust,15.09,41301646.89,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/mmv
MIW,Eaton Vance Michigan Municipal Bond Fund,15.3,22950994.5,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/miw
EMI,Eaton Vance Michigan Municipal Income Trust,14.3578,28902165.25,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/emi
EIM,Eaton Vance Municipal Bond Fund,13.74,936631755,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/eim
EIV,Eaton Vance Municipal Bond Fund II,13.56,135781446.4,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/eiv
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,20.85,225858542.4,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,22.91,348514549,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,14.45,343327260.4,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evn
EMJ,Eaton Vance New Jersey Municipal Bond Fund,15.62,40283792.56,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/emj
EVJ,Eaton Vance New Jersey Municipal Income Trust,14.2,65293843.6,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evj
ENX,Eaton Vance New York Municipal Bond Fund,14.02,219533361.7,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/enx
NYH,Eaton Vance New York Municipal Bond Fund II,13.76,35171124.16,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nyh
EVY,Eaton Vance New York Municipal Income Trust,15.21,83280164.76,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evy
EVGBC,Eaton Vance NextShares Trust,100.03,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,100.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc
EVLMC,Eaton Vance NextShares Trust II,100.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc
EIO,Eaton Vance Ohio Municipal Bond Fund,15.0662,38222934.33,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/eio
EVO,Eaton Vance Ohio Municipal Income Trust,15.66,44743078.62,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evo
EIP,Eaton Vance Pennsylvania Municipal Bond Fund,14.7801,43749687.2,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/eip
EVP,Eaton Vance Pennsylvania Municipal Income Trust,13.4617,35014070.16,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evp
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.7,617570666.3,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,13.7,504729029.5,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,6.25,236666293.8,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,13.65,244070135.4,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,20.74,1510616566,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,22.07,320556862.6,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/eto
EXD,Eaton Vance Tax-Advantaged Bond,12.37,120379718.8,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/exd
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,15.21,1160526255,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.46,406476671.4,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/etb
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,10.85,1621469787,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.9,2682976289,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg
EBAY,eBay Inc.,32.28,36444728413,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,27.27,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",57.95,1882292088,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ECT,ECA Marcellus Trust I,2.11,37146550,n/a,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ect
ELON,Echelon Corporation,5.53,24498204.15,n/a,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",26.38,773096105.1,n/a,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,39.47,3705517290,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
ECR,Eclipse Resources Corporation,3.35,872982841.6,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ecr
ECL,Ecolab Inc.,124.05,36172393119,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl
EEI,"Ecology and Environment, Inc.",9.91,42510451.32,n/a,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
DANG,E-Commerce China Dangdang Inc.,6.53,537333339.5,n/a,2010,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dang
ECACR,E-compass Acquisition Corp.,0.5,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecacr
ECACU,E-compass Acquisition Corp.,10.5,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecacu
EC,Ecopetrol S.A.,8.93,18358604175,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ec
EDAP,EDAP TMS S.A.,2.89,84018207.16,29072044,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",8.95,258642317.9,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
EIX,Edison International,73.7,24012285882,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix
EDIT,"Editas Medicine, Inc.",16.11,589852844.9,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit
EDR,Education Realty Trust Inc.,45.67,3336166646,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr
EW,Edwards Lifesciences Corporation,115.85,24662012224,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew
EHTH,"eHealth, Inc.",11.51,210942987.3,n/a,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
EHIC,eHi Car Services Limited,10.73,735720755.4,n/a,2014,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic
EP^C,El Paso Corporation,51.0401,0,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,46.3,1876116327,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
LOCO,"El Pollo Loco Holdings, Inc.",13.66,524816284.8,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,3.89,3575225.09,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,97.44,4163617826,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
